iso2,year,new_sp,sex,age,count
GB,1997,844.0,m,6-5,107.0
GB,1998,1342.0,m,6-5,225.0
GB,1999,797.0,m,6-5,126.0
GB,2000,1204.0,m,6-5,138.0
GB,2001,946.0,m,6-5,117.0
GB,2002,1365.0,m,6-5,153.0
GB,2003,1455.0,m,6-5,92.0
GB,2004,1693.0,m,6-5,94.0
GB,2005,1821.0,m,6-5,124.0
GB,2006,1767.0,m,6-5,191.0
GB,2007,1639.0,m,6-5,202.0
GB,2008,1286.0,m,6-5,99.0
GB,1980,,m,u,
GB,1981,,m,u,
GB,1982,,m,u,
GB,1983,,m,u,
GB,1984,,m,u,
GB,1985,,m,u,
GB,1986,,m,u,
GB,1987,,m,u,
GB,1988,,m,u,
GB,1989,,m,u,
GB,1990,,m,u,
GB,1991,,m,u,
GB,1992,,m,u,
GB,1993,283.0,m,u,
GB,1994,270.0,m,u,
GB,1995,,m,u,
GB,1996,4147.0,m,u,
GB,1997,844.0,m,u,
GB,1998,1342.0,m,u,
GB,1999,797.0,m,u,
GB,2000,1204.0,m,u,
GB,2001,946.0,m,u,
GB,2002,1365.0,m,u,
GB,2003,1455.0,m,u,
GB,2004,1693.0,m,u,
GB,2005,1821.0,m,u,0.0
GB,2006,1767.0,m,u,0.0
GB,2007,1639.0,m,u,1.0
GB,2008,1286.0,m,u,0.0
GD,1980,,f,0-14,
GD,1981,,f,0-14,
GD,1982,,f,0-14,
GD,1983,,f,0-14,
GD,1984,,f,0-14,
GD,1985,,f,0-14,
GD,1986,,f,0-14,
GD,1987,,f,0-14,
GD,1988,,f,0-14,
GD,1989,,f,0-14,
GD,1990,,f,0-14,
GD,1991,,f,0-14,
GD,1992,,f,0-14,
GD,1993,0.0,f,0-14,
GD,1994,3.0,f,0-14,
GD,1995,2.0,f,0-14,
GD,1996,0.0,f,0-14,
GD,1997,1.0,f,0-14,0.0
GD,1998,2.0,f,0-14,
GD,1999,3.0,f,0-14,0.0
GD,2000,0.0,f,0-14,
GD,2002,0.0,f,0-14,
GD,2003,2.0,f,0-14,
GD,2004,2.0,f,0-14,
GD,2005,,f,0-14,
GD,2006,1.0,f,0-14,0.0
GD,2007,3.0,f,0-14,
GD,2008,5.0,f,0-14,
GD,1980,,f,0-4,
GD,1981,,f,0-4,
GD,1982,,f,0-4,
GD,1983,,f,0-4,
GD,1984,,f,0-4,
GD,1985,,f,0-4,
GD,1986,,f,0-4,
GD,1987,,f,0-4,
GD,1988,,f,0-4,
GD,1989,,f,0-4,
GD,1990,,f,0-4,
GD,1991,,f,0-4,
GD,1992,,f,0-4,
GD,1993,0.0,f,0-4,
GD,1994,3.0,f,0-4,
GD,1995,2.0,f,0-4,
GD,1996,0.0,f,0-4,
GD,1997,1.0,f,0-4,
GD,1998,2.0,f,0-4,
GD,1999,3.0,f,0-4,
GD,2000,0.0,f,0-4,
GD,2002,0.0,f,0-4,
GD,2003,2.0,f,0-4,
GD,2004,2.0,f,0-4,
GD,2005,,f,0-4,
GD,2006,1.0,f,0-4,0.0
GD,2007,3.0,f,0-4,
GD,2008,5.0,f,0-4,
GD,1980,,f,15-24,
GD,1981,,f,15-24,
GD,1982,,f,15-24,
GD,1983,,f,15-24,
GD,1984,,f,15-24,
GD,1985,,f,15-24,
GD,1986,,f,15-24,
GD,1987,,f,15-24,
GD,1988,,f,15-24,
GD,1989,,f,15-24,
GD,1990,,f,15-24,
GD,1991,,f,15-24,
GD,1992,,f,15-24,
GD,1993,0.0,f,15-24,
GD,1994,3.0,f,15-24,
GD,1995,2.0,f,15-24,
GD,1996,0.0,f,15-24,
GD,1997,1.0,f,15-24,1.0
GD,1998,2.0,f,15-24,
GD,1999,3.0,f,15-24,0.0
GD,2000,0.0,f,15-24,
GD,2002,0.0,f,15-24,
GD,2003,2.0,f,15-24,
GD,2004,2.0,f,15-24,
GD,2005,,f,15-24,
GD,2006,1.0,f,15-24,0.0
GD,2007,3.0,f,15-24,1.0
GD,2008,5.0,f,15-24,
GD,1980,,f,25-34,
GD,1981,,f,25-34,
GD,1982,,f,25-34,
GD,1983,,f,25-34,
GD,1984,,f,25-34,
GD,1985,,f,25-34,
GD,1986,,f,25-34,
GD,1987,,f,25-34,
GD,1988,,f,25-34,
GD,1989,,f,25-34,
GD,1990,,f,25-34,
GD,1991,,f,25-34,
GD,1992,,f,25-34,
GD,1993,0.0,f,25-34,
GD,1994,3.0,f,25-34,
GD,1995,2.0,f,25-34,
GD,1996,0.0,f,25-34,
GD,1997,1.0,f,25-34,0.0
GD,1998,2.0,f,25-34,
GD,1999,3.0,f,25-34,0.0
GD,2000,0.0,f,25-34,
GD,2002,0.0,f,25-34,
GD,2003,2.0,f,25-34,
GD,2004,2.0,f,25-34,
GD,2005,,f,25-34,
GD,2006,1.0,f,25-34,0.0
GD,2007,3.0,f,25-34,
GD,2008,5.0,f,25-34,
GD,1980,,f,35-44,
GD,1981,,f,35-44,
GD,1982,,f,35-44,
GD,1983,,f,35-44,
GD,1984,,f,35-44,
GD,1985,,f,35-44,
GD,1986,,f,35-44,
GD,1987,,f,35-44,
GD,1988,,f,35-44,
GD,1989,,f,35-44,
GD,1990,,f,35-44,
GD,1991,,f,35-44,
GD,1992,,f,35-44,
GD,1993,0.0,f,35-44,
GD,1994,3.0,f,35-44,
GD,1995,2.0,f,35-44,
GD,1996,0.0,f,35-44,
GD,1997,1.0,f,35-44,0.0
GD,1998,2.0,f,35-44,
GD,1999,3.0,f,35-44,0.0
GD,2000,0.0,f,35-44,
GD,2002,0.0,f,35-44,
GD,2003,2.0,f,35-44,
GD,2004,2.0,f,35-44,
GD,2005,,f,35-44,
GD,2006,1.0,f,35-44,0.0
GD,2007,3.0,f,35-44,
GD,2008,5.0,f,35-44,
GD,1980,,f,45-54,
GD,1981,,f,45-54,
GD,1982,,f,45-54,
GD,1983,,f,45-54,
GD,1984,,f,45-54,
GD,1985,,f,45-54,
GD,1986,,f,45-54,
GD,1987,,f,45-54,
GD,1988,,f,45-54,
GD,1989,,f,45-54,
GD,1990,,f,45-54,
GD,1991,,f,45-54,
GD,1992,,f,45-54,
GD,1993,0.0,f,45-54,
GD,1994,3.0,f,45-54,
GD,1995,2.0,f,45-54,
GD,1996,0.0,f,45-54,
GD,1997,1.0,f,45-54,0.0
GD,1998,2.0,f,45-54,
GD,1999,3.0,f,45-54,0.0
GD,2000,0.0,f,45-54,
GD,2002,0.0,f,45-54,
GD,2003,2.0,f,45-54,
GD,2004,2.0,f,45-54,
GD,2005,,f,45-54,
GD,2006,1.0,f,45-54,0.0
GD,2007,3.0,f,45-54,
GD,2008,5.0,f,45-54,
GD,1980,,f,5-14,
GD,1981,,f,5-14,
GD,1982,,f,5-14,
GD,1983,,f,5-14,
GD,1984,,f,5-14,
GD,1985,,f,5-14,
GD,1986,,f,5-14,
GD,1987,,f,5-14,
GD,1988,,f,5-14,
GD,1989,,f,5-14,
GD,1990,,f,5-14,
GD,1991,,f,5-14,
GD,1992,,f,5-14,
GD,1993,0.0,f,5-14,
GD,1994,3.0,f,5-14,
GD,1995,2.0,f,5-14,
GD,1996,0.0,f,5-14,
GD,1997,1.0,f,5-14,
GD,1998,2.0,f,5-14,
GD,1999,3.0,f,5-14,
GD,2000,0.0,f,5-14,
GD,2002,0.0,f,5-14,
GD,2003,2.0,f,5-14,
GD,2004,2.0,f,5-14,
GD,2005,,f,5-14,
GD,2006,1.0,f,5-14,0.0
GD,2007,3.0,f,5-14,
GD,2008,5.0,f,5-14,
GD,1980,,f,55-64,
GD,1981,,f,55-64,
GD,1982,,f,55-64,
GD,1983,,f,55-64,
GD,1984,,f,55-64,
GD,1985,,f,55-64,
GD,1986,,f,55-64,
GD,1987,,f,55-64,
GD,1988,,f,55-64,
GD,1989,,f,55-64,
GD,1990,,f,55-64,
GD,1991,,f,55-64,
GD,1992,,f,55-64,
GD,1993,0.0,f,55-64,
GD,1994,3.0,f,55-64,
GD,1995,2.0,f,55-64,
GD,1996,0.0,f,55-64,
GD,1997,1.0,f,55-64,0.0
GD,1998,2.0,f,55-64,
GD,1999,3.0,f,55-64,0.0
GD,2000,0.0,f,55-64,
GD,2002,0.0,f,55-64,
GD,2003,2.0,f,55-64,1.0
GD,2004,2.0,f,55-64,
GD,2005,,f,55-64,
GD,2006,1.0,f,55-64,0.0
GD,2007,3.0,f,55-64,
GD,2008,5.0,f,55-64,
GD,1980,,f,6-5,
GD,1981,,f,6-5,
GD,1982,,f,6-5,
GD,1983,,f,6-5,
GD,1984,,f,6-5,
GD,1985,,f,6-5,
GD,1986,,f,6-5,
GD,1987,,f,6-5,
GD,1988,,f,6-5,
GD,1989,,f,6-5,
GD,1990,,f,6-5,
GD,1991,,f,6-5,
GD,1992,,f,6-5,
GD,1993,0.0,f,6-5,
GD,1994,3.0,f,6-5,
GD,1995,2.0,f,6-5,
GD,1996,0.0,f,6-5,
GD,1997,1.0,f,6-5,0.0
GD,1998,2.0,f,6-5,
GD,1999,3.0,f,6-5,1.0
GD,2000,0.0,f,6-5,
GD,2002,0.0,f,6-5,
GD,2003,2.0,f,6-5,
GD,2004,2.0,f,6-5,1.0
GD,2005,,f,6-5,
GD,2006,1.0,f,6-5,0.0
GD,2007,3.0,f,6-5,
GD,2008,5.0,f,6-5,
GD,1980,,f,u,
GD,1981,,f,u,
GD,1982,,f,u,
GD,1983,,f,u,
GD,1984,,f,u,
GD,1985,,f,u,
GD,1986,,f,u,
GD,1987,,f,u,
GD,1988,,f,u,
GD,1989,,f,u,
GD,1990,,f,u,
GD,1991,,f,u,
GD,1992,,f,u,
GD,1993,0.0,f,u,
GD,1994,3.0,f,u,
GD,1995,2.0,f,u,
GD,1996,0.0,f,u,
GD,1997,1.0,f,u,
GD,1998,2.0,f,u,
GD,1999,3.0,f,u,
GD,2000,0.0,f,u,
GD,2002,0.0,f,u,
GD,2003,2.0,f,u,
GD,2004,2.0,f,u,
GD,2005,,f,u,
GD,2006,1.0,f,u,
GD,2007,3.0,f,u,
GD,2008,5.0,f,u,
GD,1980,,m,0-14,
GD,1981,,m,0-14,
GD,1982,,m,0-14,
GD,1983,,m,0-14,
GD,1984,,m,0-14,
GD,1985,,m,0-14,
GD,1986,,m,0-14,
GD,1987,,m,0-14,
GD,1988,,m,0-14,
GD,1989,,m,0-14,
GD,1990,,m,0-14,
GD,1991,,m,0-14,
GD,1992,,m,0-14,
GD,1993,0.0,m,0-14,
GD,1994,3.0,m,0-14,
GD,1995,2.0,m,0-14,
GD,1996,0.0,m,0-14,
GD,1997,1.0,m,0-14,0.0
GD,1998,2.0,m,0-14,0.0
GD,1999,3.0,m,0-14,0.0
GD,2000,0.0,m,0-14,
GD,2002,0.0,m,0-14,
GD,2003,2.0,m,0-14,
GD,2004,2.0,m,0-14,
GD,2005,,m,0-14,
GD,2006,1.0,m,0-14,0.0
GD,2007,3.0,m,0-14,
GD,2008,5.0,m,0-14,
GD,1980,,m,0-4,
GD,1981,,m,0-4,
GD,1982,,m,0-4,
GD,1983,,m,0-4,
GD,1984,,m,0-4,
GD,1985,,m,0-4,
GD,1986,,m,0-4,
GD,1987,,m,0-4,
GD,1988,,m,0-4,
GD,1989,,m,0-4,
GD,1990,,m,0-4,
GD,1991,,m,0-4,
GD,1992,,m,0-4,
GD,1993,0.0,m,0-4,
GD,1994,3.0,m,0-4,
GD,1995,2.0,m,0-4,
GD,1996,0.0,m,0-4,
GD,1997,1.0,m,0-4,
GD,1998,2.0,m,0-4,
GD,1999,3.0,m,0-4,
GD,2000,0.0,m,0-4,
GD,2002,0.0,m,0-4,
GD,2003,2.0,m,0-4,
GD,2004,2.0,m,0-4,
GD,2005,,m,0-4,
GD,2006,1.0,m,0-4,0.0
GD,2007,3.0,m,0-4,
GD,2008,5.0,m,0-4,
GD,1980,,m,15-24,
GD,1981,,m,15-24,
GD,1982,,m,15-24,
GD,1983,,m,15-24,
GD,1984,,m,15-24,
GD,1985,,m,15-24,
GD,1986,,m,15-24,
GD,1987,,m,15-24,
GD,1988,,m,15-24,
GD,1989,,m,15-24,
GD,1990,,m,15-24,
GD,1991,,m,15-24,
GD,1992,,m,15-24,
GD,1993,0.0,m,15-24,
GD,1994,3.0,m,15-24,
GD,1995,2.0,m,15-24,
GD,1996,0.0,m,15-24,
GD,1997,1.0,m,15-24,0.0
GD,1998,2.0,m,15-24,1.0
GD,1999,3.0,m,15-24,0.0
GD,2000,0.0,m,15-24,
GD,2002,0.0,m,15-24,
GD,2003,2.0,m,15-24,
GD,2004,2.0,m,15-24,
GD,2005,,m,15-24,
GD,2006,1.0,m,15-24,0.0
GD,2007,3.0,m,15-24,
GD,2008,5.0,m,15-24,1.0
GD,1980,,m,25-34,
GD,1981,,m,25-34,
GD,1982,,m,25-34,
GD,1983,,m,25-34,
GD,1984,,m,25-34,
GD,1985,,m,25-34,
GD,1986,,m,25-34,
GD,1987,,m,25-34,
GD,1988,,m,25-34,
GD,1989,,m,25-34,
GD,1990,,m,25-34,
GD,1991,,m,25-34,
GD,1992,,m,25-34,
GD,1993,0.0,m,25-34,
GD,1994,3.0,m,25-34,
GD,1995,2.0,m,25-34,
GD,1996,0.0,m,25-34,
GD,1997,1.0,m,25-34,1.0
GD,1998,2.0,m,25-34,0.0
GD,1999,3.0,m,25-34,1.0
GD,2000,0.0,m,25-34,
GD,2002,0.0,m,25-34,
GD,2003,2.0,m,25-34,
GD,2004,2.0,m,25-34,
GD,2005,,m,25-34,
GD,2006,1.0,m,25-34,1.0
GD,2007,3.0,m,25-34,
GD,2008,5.0,m,25-34,
GD,1980,,m,35-44,
GD,1981,,m,35-44,
GD,1982,,m,35-44,
GD,1983,,m,35-44,
GD,1984,,m,35-44,
GD,1985,,m,35-44,
GD,1986,,m,35-44,
GD,1987,,m,35-44,
GD,1988,,m,35-44,
GD,1989,,m,35-44,
GD,1990,,m,35-44,
GD,1991,,m,35-44,
GD,1992,,m,35-44,
GD,1993,0.0,m,35-44,
GD,1994,3.0,m,35-44,
GD,1995,2.0,m,35-44,
GD,1996,0.0,m,35-44,
GD,1997,1.0,m,35-44,0.0
GD,1998,2.0,m,35-44,1.0
GD,1999,3.0,m,35-44,0.0
GD,2000,0.0,m,35-44,
GD,2002,0.0,m,35-44,
GD,2003,2.0,m,35-44,
GD,2004,2.0,m,35-44,
GD,2005,,m,35-44,
GD,2006,1.0,m,35-44,0.0
GD,2007,3.0,m,35-44,
GD,2008,5.0,m,35-44,1.0
GD,1980,,m,45-54,
GD,1981,,m,45-54,
GD,1982,,m,45-54,
GD,1983,,m,45-54,
GD,1984,,m,45-54,
GD,1985,,m,45-54,
GD,1986,,m,45-54,
GD,1987,,m,45-54,
GD,1988,,m,45-54,
GD,1989,,m,45-54,
GD,1990,,m,45-54,
GD,1991,,m,45-54,
GD,1992,,m,45-54,
GD,1993,0.0,m,45-54,
GD,1994,3.0,m,45-54,
GD,1995,2.0,m,45-54,
GD,1996,0.0,m,45-54,
GD,1997,1.0,m,45-54,0.0
GD,1998,2.0,m,45-54,0.0
GD,1999,3.0,m,45-54,0.0
GD,2000,0.0,m,45-54,
GD,2002,0.0,m,45-54,
GD,2003,2.0,m,45-54,1.0
GD,2004,2.0,m,45-54,
GD,2005,,m,45-54,
GD,2006,1.0,m,45-54,0.0
GD,2007,3.0,m,45-54,
GD,2008,5.0,m,45-54,2.0
GD,1980,,m,5-14,
GD,1981,,m,5-14,
GD,1982,,m,5-14,
GD,1983,,m,5-14,
GD,1984,,m,5-14,
GD,1985,,m,5-14,
GD,1986,,m,5-14,
GD,1987,,m,5-14,
GD,1988,,m,5-14,
GD,1989,,m,5-14,
GD,1990,,m,5-14,
GD,1991,,m,5-14,
GD,1992,,m,5-14,
GD,1993,0.0,m,5-14,
GD,1994,3.0,m,5-14,
GD,1995,2.0,m,5-14,
GD,1996,0.0,m,5-14,
GD,1997,1.0,m,5-14,
GD,1998,2.0,m,5-14,
GD,1999,3.0,m,5-14,
GD,2000,0.0,m,5-14,
GD,2002,0.0,m,5-14,
GD,2003,2.0,m,5-14,
GD,2004,2.0,m,5-14,
GD,2005,,m,5-14,
GD,2006,1.0,m,5-14,0.0
GD,2007,3.0,m,5-14,
GD,2008,5.0,m,5-14,
GD,1980,,m,55-64,
GD,1981,,m,55-64,
GD,1982,,m,55-64,
GD,1983,,m,55-64,
GD,1984,,m,55-64,
GD,1985,,m,55-64,
GD,1986,,m,55-64,
GD,1987,,m,55-64,
GD,1988,,m,55-64,
GD,1989,,m,55-64,
GD,1990,,m,55-64,
GD,1991,,m,55-64,
GD,1992,,m,55-64,
GD,1993,0.0,m,55-64,
GD,1994,3.0,m,55-64,
GD,1995,2.0,m,55-64,
GD,1996,0.0,m,55-64,
GD,1997,1.0,m,55-64,0.0
GD,1998,2.0,m,55-64,0.0
GD,1999,3.0,m,55-64,1.0
GD,2000,0.0,m,55-64,
GD,2002,0.0,m,55-64,
GD,2003,2.0,m,55-64,
GD,2004,2.0,m,55-64,
GD,2005,,m,55-64,
GD,2006,1.0,m,55-64,0.0
GD,2007,3.0,m,55-64,1.0
GD,2008,5.0,m,55-64,
GD,1980,,m,6-5,
GD,1981,,m,6-5,
GD,1982,,m,6-5,
GD,1983,,m,6-5,
GD,1984,,m,6-5,
GD,1985,,m,6-5,
GD,1986,,m,6-5,
GD,1987,,m,6-5,
GD,1988,,m,6-5,
GD,1989,,m,6-5,
GD,1990,,m,6-5,
GD,1991,,m,6-5,
GD,1992,,m,6-5,
GD,1993,0.0,m,6-5,
GD,1994,3.0,m,6-5,
GD,1995,2.0,m,6-5,
GD,1996,0.0,m,6-5,
GD,1997,1.0,m,6-5,0.0
GD,1998,2.0,m,6-5,0.0
GD,1999,3.0,m,6-5,0.0
GD,2000,0.0,m,6-5,
GD,2002,0.0,m,6-5,
GD,2003,2.0,m,6-5,
GD,2004,2.0,m,6-5,
GD,2005,,m,6-5,
GD,2006,1.0,m,6-5,0.0
GD,2007,3.0,m,6-5,1.0
GD,2008,5.0,m,6-5,1.0
GD,1980,,m,u,
GD,1981,,m,u,
GD,1982,,m,u,
GD,1983,,m,u,
GD,1984,,m,u,
GD,1985,,m,u,
GD,1986,,m,u,
GD,1987,,m,u,
GD,1988,,m,u,
GD,1989,,m,u,
GD,1990,,m,u,
GD,1991,,m,u,
GD,1992,,m,u,
GD,1993,0.0,m,u,
GD,1994,3.0,m,u,
GD,1995,2.0,m,u,
GD,1996,0.0,m,u,
GD,1997,1.0,m,u,
GD,1998,2.0,m,u,
GD,1999,3.0,m,u,
GD,2000,0.0,m,u,
GD,2002,0.0,m,u,
GD,2003,2.0,m,u,
GD,2004,2.0,m,u,
GD,2005,,m,u,
GD,2006,1.0,m,u,
GD,2007,3.0,m,u,
GD,2008,5.0,m,u,
GE,1980,,f,0-14,
GE,1981,,f,0-14,
GE,1982,,f,0-14,
GE,1983,,f,0-14,
GE,1984,,f,0-14,
GE,1985,,f,0-14,
GE,1986,,f,0-14,
GE,1987,,f,0-14,
GE,1988,,f,0-14,
GE,1989,,f,0-14,
GE,1990,,f,0-14,
GE,1992,,f,0-14,
GE,1993,,f,0-14,
GE,1995,221.0,f,0-14,2.0
GE,1996,482.0,f,0-14,1.0
GE,1997,595.0,f,0-14,0.0
GE,1998,547.0,f,0-14,4.0
GE,1999,746.0,f,0-14,3.0
GE,2000,601.0,f,0-14,1.0
GE,2001,1014.0,f,0-14,2.0
GE,2002,987.0,f,0-14,5.0
GE,2003,989.0,f,0-14,1.0
GE,2004,1311.0,f,0-14,3.0
GE,2005,1509.0,f,0-14,4.0
GE,2006,1831.0,f,0-14,5.0
GE,2007,1867.0,f,0-14,6.0
GE,2008,1868.0,f,0-14,108.0
GE,1980,,f,0-4,
GE,1981,,f,0-4,
GE,1982,,f,0-4,
GE,1983,,f,0-4,
GE,1984,,f,0-4,
GE,1985,,f,0-4,
GE,1986,,f,0-4,
GE,1987,,f,0-4,
GE,1988,,f,0-4,
GE,1989,,f,0-4,
GE,1990,,f,0-4,
GE,1992,,f,0-4,
GE,1993,,f,0-4,
GE,1995,221.0,f,0-4,
GE,1996,482.0,f,0-4,
GE,1997,595.0,f,0-4,
GE,1998,547.0,f,0-4,
GE,1999,746.0,f,0-4,
GE,2000,601.0,f,0-4,
GE,2001,1014.0,f,0-4,
GE,2002,987.0,f,0-4,
GE,2003,989.0,f,0-4,
GE,2004,1311.0,f,0-4,
GE,2005,1509.0,f,0-4,0.0
GE,2006,1831.0,f,0-4,0.0
GE,2007,1867.0,f,0-4,2.0
GE,2008,1868.0,f,0-4,25.0
GE,1980,,f,15-24,
GE,1981,,f,15-24,
GE,1982,,f,15-24,
GE,1983,,f,15-24,
GE,1984,,f,15-24,
GE,1985,,f,15-24,
GE,1986,,f,15-24,
GE,1987,,f,15-24,
GE,1988,,f,15-24,
GE,1989,,f,15-24,
GE,1990,,f,15-24,
GE,1992,,f,15-24,
GE,1993,,f,15-24,
GE,1995,221.0,f,15-24,8.0
GE,1996,482.0,f,15-24,13.0
GE,1997,595.0,f,15-24,38.0
GE,1998,547.0,f,15-24,41.0
GE,1999,746.0,f,15-24,27.0
GE,2000,601.0,f,15-24,49.0
GE,2001,1014.0,f,15-24,63.0
GE,2002,987.0,f,15-24,54.0
GE,2003,989.0,f,15-24,65.0
GE,2004,1311.0,f,15-24,87.0
GE,2005,1509.0,f,15-24,109.0
GE,2006,1831.0,f,15-24,115.0
GE,2007,1867.0,f,15-24,153.0
GE,2008,1868.0,f,15-24,396.0
GE,1980,,f,25-34,
GE,1981,,f,25-34,
GE,1982,,f,25-34,
GE,1983,,f,25-34,
GE,1984,,f,25-34,
GE,1985,,f,25-34,
GE,1986,,f,25-34,
GE,1987,,f,25-34,
GE,1988,,f,25-34,
GE,1989,,f,25-34,
GE,1990,,f,25-34,
GE,1992,,f,25-34,
GE,1993,,f,25-34,
GE,1995,221.0,f,25-34,17.0
GE,1996,482.0,f,25-34,28.0
GE,1997,595.0,f,25-34,46.0
GE,1998,547.0,f,25-34,52.0
GE,1999,746.0,f,25-34,40.0
GE,2000,601.0,f,25-34,37.0
GE,2001,1014.0,f,25-34,63.0
GE,2002,987.0,f,25-34,68.0
GE,2003,989.0,f,25-34,59.0
GE,2004,1311.0,f,25-34,81.0
GE,2005,1509.0,f,25-34,105.0
GE,2006,1831.0,f,25-34,110.0
GE,2007,1867.0,f,25-34,140.0
GE,2008,1868.0,f,25-34,374.0
GE,1980,,f,35-44,
GE,1981,,f,35-44,
GE,1982,,f,35-44,
GE,1983,,f,35-44,
GE,1984,,f,35-44,
GE,1985,,f,35-44,
GE,1986,,f,35-44,
GE,1987,,f,35-44,
GE,1988,,f,35-44,
GE,1989,,f,35-44,
GE,1990,,f,35-44,
GE,1992,,f,35-44,
GE,1993,,f,35-44,
GE,1995,221.0,f,35-44,17.0
GE,1996,482.0,f,35-44,36.0
GE,1997,595.0,f,35-44,40.0
GE,1998,547.0,f,35-44,25.0
GE,1999,746.0,f,35-44,26.0
GE,2000,601.0,f,35-44,33.0
GE,2001,1014.0,f,35-44,37.0
GE,2002,987.0,f,35-44,39.0
GE,2003,989.0,f,35-44,56.0
GE,2004,1311.0,f,35-44,52.0
GE,2005,1509.0,f,35-44,58.0
GE,2006,1831.0,f,35-44,71.0
GE,2007,1867.0,f,35-44,67.0
GE,2008,1868.0,f,35-44,252.0
GE,1980,,f,45-54,
GE,1981,,f,45-54,
GE,1982,,f,45-54,
GE,1983,,f,45-54,
GE,1984,,f,45-54,
GE,1985,,f,45-54,
GE,1986,,f,45-54,
GE,1987,,f,45-54,
GE,1988,,f,45-54,
GE,1989,,f,45-54,
GE,1990,,f,45-54,
GE,1992,,f,45-54,
GE,1993,,f,45-54,
GE,1995,221.0,f,45-54,18.0
GE,1996,482.0,f,45-54,23.0
GE,1997,595.0,f,45-54,36.0
GE,1998,547.0,f,45-54,14.0
GE,1999,746.0,f,45-54,10.0
GE,2000,601.0,f,45-54,17.0
GE,2001,1014.0,f,45-54,22.0
GE,2002,987.0,f,45-54,31.0
GE,2003,989.0,f,45-54,19.0
GE,2004,1311.0,f,45-54,32.0
GE,2005,1509.0,f,45-54,46.0
GE,2006,1831.0,f,45-54,60.0
GE,2007,1867.0,f,45-54,54.0
GE,2008,1868.0,f,45-54,171.0
GE,1980,,f,5-14,
GE,1981,,f,5-14,
GE,1982,,f,5-14,
GE,1983,,f,5-14,
GE,1984,,f,5-14,
GE,1985,,f,5-14,
GE,1986,,f,5-14,
GE,1987,,f,5-14,
GE,1988,,f,5-14,
GE,1989,,f,5-14,
GE,1990,,f,5-14,
GE,1992,,f,5-14,
GE,1993,,f,5-14,
GE,1995,221.0,f,5-14,
GE,1996,482.0,f,5-14,
GE,1997,595.0,f,5-14,
GE,1998,547.0,f,5-14,
GE,1999,746.0,f,5-14,
GE,2000,601.0,f,5-14,
GE,2001,1014.0,f,5-14,
GE,2002,987.0,f,5-14,
GE,2003,989.0,f,5-14,
GE,2004,1311.0,f,5-14,
GE,2005,1509.0,f,5-14,4.0
GE,2006,1831.0,f,5-14,5.0
GE,2007,1867.0,f,5-14,4.0
GE,2008,1868.0,f,5-14,83.0
GE,1980,,f,55-64,
GE,1981,,f,55-64,
GE,1982,,f,55-64,
GE,1983,,f,55-64,
GE,1984,,f,55-64,
GE,1985,,f,55-64,
GE,1986,,f,55-64,
GE,1987,,f,55-64,
GE,1988,,f,55-64,
GE,1989,,f,55-64,
GE,1990,,f,55-64,
GE,1992,,f,55-64,
GE,1993,,f,55-64,
GE,1995,221.0,f,55-64,7.0
GE,1996,482.0,f,55-64,27.0
GE,1997,595.0,f,55-64,19.0
GE,1998,547.0,f,55-64,17.0
GE,1999,746.0,f,55-64,10.0
GE,2000,601.0,f,55-64,10.0
GE,2001,1014.0,f,55-64,18.0
GE,2002,987.0,f,55-64,20.0
GE,2003,989.0,f,55-64,23.0
GE,2004,1311.0,f,55-64,26.0
GE,2005,1509.0,f,55-64,17.0
GE,2006,1831.0,f,55-64,26.0
GE,2007,1867.0,f,55-64,17.0
GE,2008,1868.0,f,55-64,109.0
GE,1980,,f,6-5,
GE,1981,,f,6-5,
GE,1982,,f,6-5,
GE,1983,,f,6-5,
GE,1984,,f,6-5,
GE,1985,,f,6-5,
GE,1986,,f,6-5,
GE,1987,,f,6-5,
GE,1988,,f,6-5,
GE,1989,,f,6-5,
GE,1990,,f,6-5,
GE,1992,,f,6-5,
GE,1993,,f,6-5,
GE,1995,221.0,f,6-5,5.0
GE,1996,482.0,f,6-5,11.0
GE,1997,595.0,f,6-5,12.0
GE,1998,547.0,f,6-5,7.0
GE,1999,746.0,f,6-5,8.0
GE,2000,601.0,f,6-5,5.0
GE,2001,1014.0,f,6-5,22.0
GE,2002,987.0,f,6-5,18.0
GE,2003,989.0,f,6-5,17.0
GE,2004,1311.0,f,6-5,29.0
GE,2005,1509.0,f,6-5,47.0
GE,2006,1831.0,f,6-5,34.0
GE,2007,1867.0,f,6-5,46.0
GE,2008,1868.0,f,6-5,160.0
GE,1980,,f,u,
GE,1981,,f,u,
GE,1982,,f,u,
GE,1983,,f,u,
GE,1984,,f,u,
GE,1985,,f,u,
GE,1986,,f,u,
GE,1987,,f,u,
GE,1988,,f,u,
GE,1989,,f,u,
GE,1990,,f,u,
GE,1992,,f,u,
GE,1993,,f,u,
GE,1995,221.0,f,u,
GE,1996,482.0,f,u,
GE,1997,595.0,f,u,
GE,1998,547.0,f,u,
GE,1999,746.0,f,u,
GE,2000,601.0,f,u,
GE,2001,1014.0,f,u,
GE,2002,987.0,f,u,
GE,2003,989.0,f,u,
GE,2004,1311.0,f,u,
GE,2005,1509.0,f,u,
GE,2006,1831.0,f,u,1.0
GE,2007,1867.0,f,u,0.0
GE,2008,1868.0,f,u,0.0
GE,1980,,m,0-14,
GE,1981,,m,0-14,
